"C0000100","C0000200","C0005400","C0005700","C0007000","C0328600"
155801,1558,2,1983,19,103
155901,1559,1,1977,17,100
155902,1559,2,1979,19,79
156201,1562,2,1982,24,143
156401,1564,2,1998,38,78
156402,1564,2,2001,41,-3
156601,1566,2,1980,19,130
156602,1566,1,1981,20,135
156603,1566,1,1982,22,128
156604,1566,2,1985,24,107
156605,1566,2,1987,27,130
157101,1571,1,1982,20,124
157102,1571,2,1988,26,100
157901,1579,2,1992,30,116
158101,1581,1,1983,21,156
158102,1581,2,1995,33,-3
158301,1583,2,1977,19,112
158302,1583,1,1979,21,144
158401,1584,2,1984,20,67
158402,1584,1,1987,23,91
158701,1587,1,1986,25,135
158702,1587,2,1990,29,109
159201,1592,2,1985,20,106
159202,1592,1,1998,33,111
159301,1593,2,1984,25,123
159302,1593,2,1986,27,-3
159601,1596,2,1978,18,99
159602,1596,2,1980,20,116
159603,1596,2,1981,21,148
159604,1596,1,1984,24,133
159605,1596,2,1986,26,106
159606,1596,1,1986,26,113
159607,1596,1,1987,27,-3
159801,1598,1,1992,27,140
159802,1598,1,1995,31,137
159901,1599,2,1981,24,109
160001,1600,1,1973,16,131
160002,1600,1,1977,20,119
160003,1600,1,1980,23,135
160004,1600,2,1981,23,117
160501,1605,1,1983,24,158
160502,1605,2,1988,29,-3
160601,1606,2,1991,33,121
160602,1606,1,1994,35,128
160801,1608,1,1975,17,89
160901,1609,1,1976,18,127
160902,1609,1,1980,23,130
161001,1610,2,1977,18,91
161002,1610,2,1979,20,124
161601,1616,2,1979,21,82
161602,1616,1,1982,24,106
161701,1617,2,1982,22,92
161702,1617,1,1984,24,120
161703,1617,1,1986,26,96
162301,1623,1,1986,26,126
162501,1625,2,1996,32,114
162502,1625,1,1998,35,129
162901,1629,1,1984,22,128
162902,1629,1,1988,26,135
163401,1634,2,1991,31,129
163801,1638,1,1980,20,128
163802,1638,1,1982,22,127
163803,1638,2,1987,27,157
163804,1638,1,1989,30,135
163901,1639,1,1989,27,112
163902,1639,1,1991,29,138
163903,1639,2,1994,32,-3
163904,1639,2,1997,34,133
164001,1640,2,1984,27,130
164002,1640,1,1988,31,131
164201,1642,2,1982,17,96
164202,1642,1,1985,21,111
164203,1642,2,1993,29,111
164801,1648,1,1979,17,72
164802,1648,1,1996,34,-3
164803,1648,2,1997,35,118
164901,1649,1,1983,23,-2
164902,1649,1,1995,34,117
164903,1649,2,2001,41,-3
164904,1649,1,2003,42,-7
165001,1650,2,1982,20,123
165002,1650,2,1984,22,114
165003,1650,1,1992,29,147
165004,1650,2,1995,33,112
165005,1650,2,1997,35,112
165006,1650,2,2001,39,-3
165201,1652,2,1985,23,121
165501,1655,1,1986,28,127
165502,1655,2,1988,31,123
165601,1656,2,1985,26,127
165602,1656,1,1991,33,120
165701,1657,1,1991,30,110
165702,1657,1,1994,34,-3
165801,1658,2,1994,32,116
165802,1658,1,1999,37,124
166101,1661,2,1985,22,124
166201,1662,1,1981,19,160
166202,1662,2,2000,38,-3
166601,1666,2,1986,23,125
166602,1666,2,1988,25,139
166603,1666,2,1989,26,122
167101,1671,2,1984,25,123
167102,1671,1,1984,25,102
167401,1674,1,1981,18,130
167402,1674,2,1989,26,158
167403,1674,2,2000,37,-7
167404,1674,1,2003,39,-3
167501,1675,1,1991,31,91
167502,1675,1,1994,34,101
167503,1675,1,1996,36,101
167504,1675,2,1999,39,115
167601,1676,1,1987,25,108
167602,1676,1,1990,28,113
168301,1683,1,1982,25,96
168501,1685,2,2001,42,-3
168901,1689,2,1984,25,120
168902,1689,2,1990,30,141
168903,1689,1,1995,35,120
169001,1690,1,1977,17,112
169002,1690,2,1978,19,124
169003,1690,1,1984,25,140
169004,1690,1,1985,26,-2
169101,1691,2,1993,34,115
169102,1691,1,1995,36,121
169901,1699,1,1987,28,118
169902,1699,2,1995,36,-3
170401,1704,2,1981,17,137
170402,1704,1,1982,18,101
170403,1704,2,1987,23,162
170404,1704,2,1989,25,134
170405,1704,2,1995,32,144
170501,1705,1,1985,21,127
170502,1705,1,1987,22,102
170503,1705,1,1989,24,-3
170504,1705,2,2000,-3,-7
170505,1705,2,2004,39,-7
171401,1714,1,1993,35,129
171601,1716,1,1986,25,103
171602,1716,1,1990,29,-3
171901,1719,1,1987,30,123
172001,1720,2,1981,20,117
172201,1722,2,1985,24,110
172202,1722,1,1988,27,110
172203,1722,1,1992,31,-3
172301,1723,2,1987,24,128
172302,1723,1,1990,28,121
172303,1723,1,1992,30,-3
172501,1725,2,1987,25,116
172502,1725,1,1994,32,118
172601,1726,1,1985,23,136
172602,1726,2,1987,25,105
172603,1726,1,1993,31,111
172701,1727,2,2001,37,-3
172702,1727,1,2005,40,124
172901,1729,1,1975,16,125
172902,1729,1,1977,18,130
172903,1729,1,1984,24,134
173001,1730,2,1990,32,143
173201,1732,2,1985,24,101
173202,1732,1,1986,26,141
173301,1733,2,1987,26,109
173302,1733,1,1993,31,112
173401,1734,2,1986,23,145
173402,1734,1,1989,27,152
173501,1735,2,1987,27,112
173502,1735,2,1990,30,112
173503,1735,2,1995,35,120
173601,1736,2,1995,32,117
173602,1736,1,1997,34,115
173701,1737,2,2003,41,-7
173801,1738,1,1995,36,88
174001,1740,2,1998,40,99
174002,1740,1,2001,43,-3
174501,1745,2,1991,27,77
174502,1745,2,1998,34,-3
174503,1745,2,2000,36,-3
174701,1747,1,1980,21,104
174702,1747,1,1984,26,96
174901,1749,2,1980,22,114
175101,1751,1,1982,21,156
175201,1752,2,1983,19,113
175202,1752,1,1985,22,125
175401,1754,2,1979,18,104
175402,1754,2,1983,23,117
175403,1754,2,1985,24,-3
175404,1754,2,1986,25,111
175405,1754,2,1990,29,119
175406,1754,1,1994,33,17
175407,1754,2,1998,37,15
175701,1757,2,1977,20,124
175702,1757,2,1982,25,141
175801,1758,2,1994,30,99
175802,1758,2,1996,32,-3
176001,1760,1,1976,16,64
176002,1760,2,1980,19,32
176003,1760,1,1997,37,72
176601,1766,1,1982,23,127
176801,1768,1,1991,28,138
176901,1769,1,1983,20,107
176902,1769,1,1987,23,114
177001,1770,2,1983,19,122
177002,1770,1,1985,22,103
177501,1775,2,1982,18,112
177502,1775,1,1988,24,128
177601,1776,2,1990,29,124
177602,1776,1,1993,32,128
177801,1778,2,1979,19,124
177802,1778,1,1983,22,117
178501,1785,2,1980,18,158
178502,1785,2,1982,21,142
178503,1785,1,1988,26,118
178601,1786,1,1982,19,120
178602,1786,2,1984,20,119
178603,1786,1,1986,23,135
178604,1786,1,1992,28,146
178901,1789,2,1980,17,119
178902,1789,2,1981,18,121
178903,1789,2,1989,26,120
179401,1794,1,1985,23,94
179402,1794,2,1990,28,126
179501,1795,2,1976,19,98
179502,1795,1,1979,22,119
179701,1797,1,1980,16,119
179901,1799,2,2006,42,131
179902,1799,1,2010,46,99
179903,1799,2,2010,46,81
180101,1801,1,1978,19,-2
180301,1803,2,1992,30,129
180302,1803,1,1995,33,-3
180401,1804,1,1986,26,135
180402,1804,1,1990,30,139
180403,1804,1,1994,34,-3
180801,1808,1,1982,23,129
180802,1808,1,1986,28,-3
181401,1814,2,1980,21,103
181402,1814,1,1997,37,123
181501,1815,2,1979,17,-3
181502,1815,1,1984,22,-3
181601,1816,1,1978,17,133
181602,1816,1,1980,19,149
181603,1816,1,1984,23,150
181604,1816,1,1993,32,134
181801,1818,2,1978,16,117
181802,1818,1,1986,24,-3
182401,1824,1,1975,17,112
182402,1824,2,1976,19,99
182501,1825,1,1974,16,134
182502,1825,2,1975,17,101
182503,1825,2,1976,18,108
182504,1825,1,1978,20,-3
182601,1826,2,1981,20,123
182602,1826,1,1984,23,112
182801,1828,1,1982,19,123
182901,1829,1,1977,16,126
182902,1829,1,1980,19,133
182903,1829,1,1990,29,129
182904,1829,2,1998,37,101
183101,1831,2,1982,20,136
183102,1831,2,1984,21,114
183201,1832,2,1985,21,-3
183202,1832,1,1989,26,-1
183203,1832,1,1997,33,112
183301,1833,2,1975,17,96
183302,1833,1,1977,19,122
183303,1833,2,1983,26,129
183401,1834,1,1982,21,107
183402,1834,2,1985,24,119
183403,1834,2,1989,28,98
183801,1838,2,1982,20,142
183802,1838,1,1985,23,110
183803,1838,2,1987,26,125
183901,1839,2,1985,20,117
183902,1839,1,1987,22,140
184001,1840,1,1978,17,132
184201,1842,2,1994,32,135
184401,1844,2,1981,24,126
184402,1844,2,1983,25,122
184403,1844,1,1984,27,143
184404,1844,2,1986,29,-3
184405,1844,2,1988,30,117
184406,1844,2,1989,32,144
184701,1847,2,1980,19,130
184801,1848,1,1985,23,116
